抗菌药物通用名,匹配规则,规则等级
达托霉素,.*达托霉素.*,2
达托霉素,.*达妥霉素.*,3
达托霉素,.*达帕托霉素.*,3
达托霉素,.*克必信.*,4
大观霉素,spectinomycin,1
大观霉素,Spectinomycin Hydrochloride,1
大观霉素,Spectinomycin Hydrochloride for Injection,1
大观霉素,Spectionmycin Hydrochloride for Injection,1
大观霉素,Spectionomycin Hydrochloride for Infection,1
大观霉素,卓青,1
大观霉素,壮观霉素,1
大观霉素,大观霉素,1
大观霉素,曲必星,1
大观霉素,注射用盐酸大观霉素,1
大观霉素,盐酸大观霉素,1
大观霉素,.*大观霉素.*,2
大观霉素,.*壮观霉素.*,3
大观霉素,.*曲必星.*,4
大观霉素,.*卓青.*,4
大蒜素,Allitride,1
大蒜素,Allitride Injection,1
大蒜素,Allitridium Injection,1
大蒜素,Alltride,1
大蒜素,Alltride Eenteric-coated Soft Capsules,1
大蒜素,Alltride Enteric-coated Soft Capsules,1
大蒜素,Alltride Enteric-coated　Capsules,1
大蒜素,Alltride Soft Capsules,1
大蒜素,Garlicin,1
大蒜素,Garlicin Capsules,1
大蒜素,Garlicin Gapsules,1
大蒜素,大蒜素,1
大蒜素,大蒜素注射液,1
大蒜素,大蒜素肠溶胶丸,1
大蒜素,大蒜素肠溶胶囊,1
大蒜素,大蒜素胶囊,1
大蒜素,大蒜素软胶囊,1
大蒜素,.*大蒜素.*,2
地贝卡星,dibekacin,1
地贝卡星,双去氧卡那霉素B,1
地贝卡星,地贝卡星,1
地贝卡星,注射用地贝卡星,1
地贝卡星,硫酸双去氧卡那霉素,1
地贝卡星,达苄霉素,1
地贝卡星,.*地贝卡星.*,2
地贝卡星,.*双去氧卡那霉素B.*,3
地贝卡星,.*注射用地贝卡星.*,3
地贝卡星,.*硫酸双去氧卡那霉素.*,3
地贝卡星,.*达苄霉素.*,3
地红霉素,Dirithromycin,1
地红霉素,dirithromycin,1
地红霉素,Dirithromycin Enteric-coated Capsules,1
地红霉素,Dirithromycin Enteric-Coated Capsules,1
地红霉素,Dirithromycin Enteric-Coated Tablets,1
地红霉素,Dirithromycin Enteric-coated Tablets,1
地红霉素,Dirithromycin Entric-coated Tablets,1
地红霉素,DirithromycinEnteric-CoaredCapsules,1
地红霉素,严尽,1
地红霉素,地红霉素,1
地红霉素,地红霉素肠溶片,1
地红霉素,地红霉素肠溶胶囊,1
地红霉素,域大,1
地红霉素,奇立妥,1
地红霉素,平立达,1
地红霉素,怡力昕,1
地红霉素,派盛,1
地红霉素,罗可辛,1
地红霉素,路迪,1
地红霉素,迪红,1
地红霉素,迪迈欣,1
地红霉素,.*地红霉素.*,2
地红霉素,.*路迪.*,4
地红霉素,.*域大.*,4
地红霉素,.*奇立妥.*,4
地红霉素,.*平立达.*,4
地红霉素,.*怡力昕.*,4
地红霉素,.*迪红.*,4
地红霉素,.*罗可辛.*,4
地红霉素,.*迪迈欣.*,4
地红霉素,.*派盛.*,4
地红霉素,.*严尽.*,4
地拉沙星,delafloxacin,1
地拉沙星,地拉沙星,1
地拉沙星,德拉沙星,1
地拉沙星,.*地拉沙星.*,2
地拉沙星,.*德拉沙星.*,3
地马唑,dimazole,1
地马唑,地马唑,1
地马唑,.*地马唑.*,2
地美环素,demeclocycline,1
地美环素,去甲金霉素,1
地美环素,地美环素,1
地美环素,美地环素,1
地美环素,.*地美环素.*,2
地美环素,.*去甲金霉素.*,3
地美环素,.*美地环素.*,3
叠氮氯霉素,azidamfenicol,1
叠氮氯霉素,叠氮氯霉素,1
叠氮氯霉素,.*叠氮氯霉素.*,2
度鲁特韦,delamanid,1
度鲁特韦,度鲁特韦,1
度鲁特韦,德拉马尼,1
度鲁特韦,.*度鲁特韦.*,2
度鲁特韦,.*德拉马尼.*,3
短杆菌素,Deq,1
短杆菌素,Dequalinium Chloride and Tyrothricin Lozenges,1
短杆菌素,tyrothricin,1
短杆菌素,地喹氯铵短杆菌素含片,1
短杆菌素,得益,1
短杆菌素,短杆菌素,1
短杆菌素,.*短杆菌素.*,2
短杆菌素,.*得益.*,4
短杆菌肽,gramicidin,1
短杆菌肽,Gramicidin,1
短杆菌肽,短杆菌肽,1
短杆菌肽,.*短杆菌肽.*,2
对氨基水杨酸异烟肼,Isoniazid Aminosalicylate,1
对氨基水杨酸异烟肼,Isoniazid Aminosalicylate Tablets,1
对氨基水杨酸异烟肼,对氨基水杨酸/异烟肼,1
对氨基水杨酸异烟肼,对氨基水杨酸异烟肼,1
对氨基水杨酸异烟肼,对氨基水杨酸异烟肼片,1
对氨基水杨酸异烟肼,帕司烟肼,1
对氨基水杨酸异烟肼,.*对氨基水杨酸异烟肼.*,2
对氨基水杨酸异烟肼,.*对氨基水杨酸/异烟肼.*,3
对氨基水杨酸异烟肼,.*帕司烟肼.*,3
多尼培南,doripenem,1
多尼培南,多尼培南,1
多尼培南,.*多尼培南.*,2
多西环素,Cimetidine Tablets,1
多西环素,doxycycline,1
多西环素,DOXYCYCLINE HYCLATE,1
多西环素,Doxycycline Hyclate,1
多西环素,Doxycycline Hyclate Capsules,1
多西环素,Doxycycline Hyclate Dispersible Tablets,1
多西环素,Doxycycline Hyclate Enteric-Coated Capsules,1
多西环素,Doxycycline Hyclate for Injection,1
多西环素,Doxycycline Hyclate Tabiets,1
多西环素,Doxycycline Hyclate Tablets,1
多西环素,Doxycycline Hydrochloride,1
多西环素,Doxycycline Hydrochloride Capsules,1
多西环素,Doxycycline Hydrochloride Tablets,1
多西环素,Doxycycline Tablets,1
多西环素,Doxycyline Hyclate,1
多西环素,Doxycyline Hyclate for Suapension,1
多西环素,Doxyeyeline Hyclate Tablets,1
多西环素,多西环素,1
多西环素,多迪,1
多西环素,强力霉素,1
多西环素,永喜,1
多西环素,注射用盐酸多西环素,1
多西环素,盐酸多西环素,1
多西环素,盐酸多西环素分散片,1
多西环素,盐酸多西环素干混悬剂,1
多西环素,盐酸多西环素片,1
多西环素,盐酸多西环素肠溶胶囊,1
多西环素,盐酸多西环素胶丸,1
多西环素,盐酸多西环素胶囊,1
多西环素,脱氧土霉素,1
多西环素,艾瑞得安,1
多西环素,.*多西环素.*,2
多西环素,.*强力霉素.*,3
多西环素,.*脱氧土霉素.*,3
多西环素,.*多迪.*,4
多西环素,.*永喜.*,4
多西环素,.*艾瑞得安.*,4
多粘菌素,colistin,1
多粘菌素,可利迈仙,1
多粘菌素,多粘菌素,1
多粘菌素,多黏菌素E,1
多粘菌素,黏菌素,1
多粘菌素,.*多粘菌素.*,2
多粘菌素,.*可利迈仙.*,3
多粘菌素,.*多黏菌素E.*,3
多粘菌素,.*黏菌素.*,3
多粘菌素B,Compound Polymyxin B Ointment,1
多粘菌素B,polymyxin B,1
多粘菌素B,Polymyxin B Sulfate,1
多粘菌素B,嗜气芽孢菌素,1
多粘菌素B,复方多粘菌素B软膏,1
多粘菌素B,多粘菌素B,1
多粘菌素B,多粘菌素乙,1
多粘菌素B,多黏菌素B,1
多粘菌素B,注射用硫酸多粘菌素B,1
多粘菌素B,硫酸多粘菌素B,1
多粘菌素B,硫酸多黏菌素B,1
多粘菌素B,阿如多粘,1
多粘菌素B,阿罗多粘多胜菌素乙,1
多粘菌素B,.*多粘菌素B.*,2
多粘菌素B,.*嗜气芽孢菌素.*,3
多粘菌素B,.*多粘菌素乙.*,3
多粘菌素B,.*多黏菌素B.*,3
多粘菌素B,.*阿如多粘.*,3
多粘菌素B,.*阿罗多粘多胜菌素乙.*,3
厄他培南,ertapenem,1
厄他培南,Ertapenem for Injection,1
厄他培南,Ertapenem Sodium,1
厄他培南,Ertapenem Sodium for Injection,1
厄他培南,Invanz,1
厄他培南,厄他培南,1
厄他培南,厄他培南钠,1
厄他培南,厄它培南,1
厄他培南,怡万之,1
厄他培南,注射用厄他培南,1
厄他培南,注射用厄他培南钠,1
厄他培南,.*厄他培南.*,2
厄他培南,.*厄它培南.*,3
厄他培南,.*怡万之.*,4
恩诺沙星,Enrofloxacin,1
恩诺沙星,乙基环丙沙星,1
恩诺沙星,恩氟沙星,1
恩诺沙星,恩诺沙星,1
恩诺沙星,.*恩诺沙星.*,2
恩诺沙星,.*乙基环丙沙星.*,3
恩诺沙星,.*恩氟沙星.*,3
恩维霉素 ,enviomycin,1
恩维霉素 ,恩维霉素 ,1
恩维霉素 ,.*恩维霉素.*,2
二硫化硒,selenium sulfide,1
二硫化硒,Selenium Sulfide,1
二硫化硒,Selenium Sulfide Lotion,1
二硫化硒,Selenium　Sulfide,1
二硫化硒,Selenium　Sulfide　Lotion,1
二硫化硒,二硫化硒,1
二硫化硒,二硫化硒洗剂,1
二硫化硒,希尔生,1
二硫化硒,.*二硫化硒.*,2
二硫化硒,.*希尔生.*,3
二硫化硒,.*希尔生.*,4
法罗培南,faropenem,1
法罗培南,Faropenem Sodium,1
法罗培南,Faropenem Sodium Capsules,1
法罗培南,Faropenem Sodium Cranules,1
法罗培南,Faropenem Sodium Tablets,1
法罗培南,君迪,1
法罗培南,呋罗培南,1
法罗培南,忾林,1
法罗培南,氟罗培南,1
法罗培南,法洛培南,1
法罗培南,法罗培南,1
法罗培南,法罗培南钠,1
法罗培南,法罗培南钠片,1
法罗培南,法罗培南钠胶囊,1
法罗培南,法罗培南钠颗粒,1
法罗培南,福劳派南钠,1
法罗培南,蓓芙,1
法罗培南,迪哌,1
法罗培南,高益,1
法罗培南,.*法罗培南.*,2
法罗培南,.*呋罗培南.*,3
法罗培南,.*氟罗培南.*,3
法罗培南,.*法洛培南.*,3
法罗培南,.*福劳派南钠.*,3
法罗培南,.*高益.*,4
法罗培南,.*迪哌.*,4
法罗培南,.*君迪.*,4
法罗培南,.*蓓芙.*,4
法罗培南,.*忾林.*,4
番茄红素,sarecycline,1
番茄红素,番茄红素,1
番茄红素,.*番茄红素.*,2
非达霉素,fidaxomicin,1
非达霉素,非达霉素,1
非达霉素,.*非达霉素.*,2
非那沙星,Finafloxacin,1
非那沙星,非那沙星,1
非那沙星,.*非那沙星.*,2
非奈西林,pheneticillin,1
非奈西林,苯氧乙青霉素,1
非奈西林,非奈西林,1
非奈西林,.*非奈西林.*,2
非奈西林,.*苯氧乙青霉素.*,3
芬替康唑,fenticonazole,1
芬替康唑,芬替康唑,1
芬替康唑,.*芬替康唑.*,2
夫沙芬净,fusafungine,1
夫沙芬净,夫沙芬净,1
夫沙芬净,.*夫沙芬净.*,2
夫西地酸,Fucidin,1
夫西地酸,Fucithalmic,1
夫西地酸,fusidic acid,1
夫西地酸,Fusidic Acid Cream,1
夫西地酸,Fusidic acid Cream,1
夫西地酸,Fusidic Acid Dry Suspension,1
夫西地酸,Fusidic Acid Eye Drops,1
夫西地酸,Fusidic Acid Oral Suspension,1
夫西地酸,Phudicin,1
夫西地酸,Sodium Fusidate,1
夫西地酸,Sodium Fusidate for Injection,1
夫西地酸,Sodium Fusidate Ointment,1
夫西地酸,夫司名,1
夫西地酸,夫西地酸,1
夫西地酸,夫西地酸乳膏,1
夫西地酸,夫西地酸口服混悬液,1
夫西地酸,夫西地酸干混悬剂,1
夫西地酸,夫西地酸滴眼液,1
夫西地酸,夫西地酸钠,1
夫西地酸,夫西地酸钠软膏,1
夫西地酸,奥络,1
夫西地酸,注射用夫西地酸钠,1
夫西地酸,立思丁,1
夫西地酸,褐霉酸,1
夫西地酸,.*夫西地酸.*,2
夫西地酸,.*褐霉酸.*,3
夫西地酸,.*奥络.*,4
夫西地酸,.*立思丁.*,4
夫西地酸,.*夫司名.*,4
呋布西林,Forbencillin Sodium For Injection,1
呋布西林,Furbencillin Sodium,1
呋布西林,furbenicillin,1
呋布西林,Furbucillin Sodium For Injection,1
呋布西林,FuroylureidePen,1
呋布西林,SodiumFurbenicillin,1
呋布西林,呋喃酰脲苄青霉素,1
呋布西林,呋布西林,1
呋布西林,呋布西林钠,1
呋布西林,呋脲苄青霉素,1
呋布西林,呋脲苄青霉素钠,1
呋布西林,呋苄西林,1
呋布西林,呋苄青霉素,1
呋布西林,呋苄青霉素钠,1
呋布西林,注射用呋布西林钠,1
呋布西林,注射用呋苄西林钠,1
呋布西林,.*呋布西林.*,2
呋布西林,.*FuroylureidePen.*,3
呋布西林,.*SodiumFurbenicillin.*,3
呋布西林,.*呋喃酰脲苄青霉素.*,3
呋布西林,.*呋布西林钠.*,3
呋布西林,.*呋脲苄青霉素.*,3
呋布西林,.*呋脲苄青霉素钠.*,3
呋布西林,.*呋苄西林.*,3
呋布西林,.*呋苄青霉素.*,3
呋布西林,.*呋苄青霉素钠.*,3
呋喃妥因,Funantuoyin Changrong Pian,1
呋喃妥因,Nitrofurantion Enteric-coated Tablets,1
呋喃妥因,Nitrofurantion Tablets,1
呋喃妥因,Nitrofurantoin,1
呋喃妥因,nitrofurantoin,1
呋喃妥因,Nitrofurantoin Enteric-ciated Tablets,1
呋喃妥因,Nitrofurantoin Enteric-coated Capsules,1
呋喃妥因,Nitrofurantoin Enteric-coated Tablets,1
呋喃妥因,Nitrofurantoin Enteric-coated Tablets　　　　　　　　,1
呋喃妥因,Nitrofurantoin Enteric-coated Talblets,1
呋喃妥因,Nitrofurantoin Enteric－coated Tablets,1
呋喃妥因,Nitrofurantoin Enteril-coated Tablets,1
呋喃妥因,Nitrofurantoin Suppositories,1
呋喃妥因,NITROFURANTOIN TABLETS,1
呋喃妥因,Nitrofurantoin Tablets,1
呋喃妥因,呋喃坦啶,1
呋喃妥因,呋喃妥因,1
呋喃妥因,呋喃妥因栓,1
呋喃妥因,呋喃妥因片,1
呋喃妥因,呋喃妥因肠溶片,1
呋喃妥因,呋喃妥因肠溶胶囊,1
呋喃妥因,.*呋喃妥因.*,2
呋喃妥因,.*呋喃坦啶.*,3
呋喃西林,Compound Nitrofurazone Topical Powders,1
呋喃西林,Furacilin,1
呋喃西林,Furancilin,1
呋喃西林,Furancilin Plaster,1
呋喃西林,Furancilin Styptic Plaster,1
呋喃西林,Furancilin Styptic plaster,1
呋喃西林,Nitrofural Cream,1
呋喃西林,Nitrofurazone Gel,1
呋喃西林,Nitrofurazonum,1
呋喃西林,呋喃西林,1
呋喃西林,呋喃西林乳膏,1
呋喃西林,呋喃西林凝胶,1
呋喃西林,呋喃西林止血膏布,1
呋喃西林,呋喃西林贴,1
呋喃西林,复方呋喃西林散,1
呋喃西林,.*呋喃西林.*,2
呋喃烯定,furazidin,1
呋喃烯定,呋喃烯啶,1
呋喃烯定,呋喃烯定,1
呋喃烯定,.*呋喃烯定.*,2
呋喃烯定,.*呋喃烯啶.*,3
呋喃唑酮,Compound Hemsleya Root and Furazolidone Capsules,1
呋喃唑酮,Furanzolidone Tablets,1
呋喃唑酮,Furaolidone Tablets,1
呋喃唑酮,"Furazalidone,Vitamin B6 and Vitamin K4 Tablets",1
呋喃唑酮,Furazoldone Tadlets,1
呋喃唑酮,Furazoli Tablets,1
呋喃唑酮,Furazolidon Tablets,1
呋喃唑酮,Furazolidone,1
呋喃唑酮,Furazolidone Tablets,1
呋喃唑酮,FURAZOLIDONE TABLETS,1
呋喃唑酮,FURAZOLIDONE TABLTES,1
呋喃唑酮,Furazolidone Vitamin B6 and Vitamin K4 Tablets,1
呋喃唑酮,"Furazolidone,Vitamin B6 and Vitamin K4 Tablets",1
呋喃唑酮,FurazolidoneTablets,1
呋喃唑酮,Furazolidone　Tablets,1
呋喃唑酮,Furazolidone，Vitamin B6 and Vitamin K4 Tablets,1
呋喃唑酮,Furazolidoni Tablets,1
呋喃唑酮,Furazolidont Tablets,1
呋喃唑酮,Furazolidonum,1
呋喃唑酮,Furazoliidon Tablets,1
呋喃唑酮,Furazoltdone Tablets,1
呋喃唑酮,Fuyazolidone Tablets,1
呋喃唑酮,Indometacin and Furazolidone Suppositories,1
呋喃唑酮,Purazolidone Tablets,1
呋喃唑酮,Tabellae Furazolidoni,1
呋喃唑酮,TABELLAE FURAZOLIDONI,1
呋喃唑酮,Tabellae Furazolidoni Tablets,1
呋喃唑酮,TABELLAE FURAZOLLDONI,1
呋喃唑酮,Tabellae Furazoltdoni,1
呋喃唑酮,Tabllae Furazolidoni,1
呋喃唑酮,Valine,1
呋喃唑酮,二维呋喃唑酮片,1
呋喃唑酮,吲哚美辛呋喃唑酮栓,1
呋喃唑酮,呋喃唑酮,1
呋喃唑酮,呋喃唑酮片,1
呋喃唑酮,复方雪胆呋喃唑酮胶囊,1
呋喃唑酮,痢特灵,1
呋喃唑酮,.*呋喃唑酮.*,2
呋喃唑酮,.*痢特灵.*,3
伏康唑,Vfend,1
伏康唑,Voriconazole,1
伏康唑,voriconazole,1
伏康唑,Voriconazole Capsules,1
伏康唑,Voriconazole Dispersible Tablets,1
伏康唑,Voriconazole for Injection,1
伏康唑,Voriconazole for Oral Suspension,1
伏康唑,Voriconazole Tablets,1
伏康唑,伏康唑,1
伏康唑,伏立康唑,1
伏康唑,伏立康唑分散片,1
伏康唑,伏立康唑干混悬剂,1
伏康唑,伏立康唑片,1
伏康唑,伏立康唑胶囊,1
伏康唑,威凡,1
伏康唑,沃尔康唑,1
伏康唑,注射用伏立康唑,1
伏康唑,.*伏康唑.*,2
伏康唑,.*伏立康唑.*,3
伏康唑,.*沃尔康唑.*,3
伏康唑,.*威凡.*,4
氟胞嘧啶,Flucytosine,1
氟胞嘧啶,flucytosine,1
氟胞嘧啶,Flucytosine Injection,1
氟胞嘧啶,Flucytosine Tablets,1
氟胞嘧啶,氟胞嘧啶,1
氟胞嘧啶,氟胞嘧啶注射液,1
氟胞嘧啶,氟胞嘧啶片,1
氟胞嘧啶,.*氟胞嘧啶.*,2
氟红霉素,flurithromycin,1
氟红霉素,氟红霉素,1
氟红霉素,.*氟红霉素.*,2
氟甲喹,flumequine,1
氟甲喹,氟甲喹,1
氟甲喹,.*氟甲喹.*,2
氟康唑,Diflucan,1
氟康唑,Fiuconazole Tablets,1
氟康唑,Floconazole and Sodium Chloride Injection,1
氟康唑,Fluconazle and Sodium Chloride Injection,1
氟康唑,Fluconazole,1
氟康唑,fluconazole,1
氟康唑,Fluconazole and Glucose Injection,1
氟康唑,Fluconazole and Sodium Chlorid Injection,1
氟康唑,Fluconazole and Sodium Chloride 1njection,1
氟康唑,FLuconazole and Sodium Chloride Injection,1
氟康唑,Fluconazole and sodium chloride Injection,1
氟康唑,Fluconazole and Sodium Chloride Injection,1
氟康唑,Fluconazole And Sodium Chloride Injection,1
氟康唑,Fluconazole Capsules,1
氟康唑,Fluconazole Chloride Injection,1
氟康唑,Fluconazole Dispersible Tablets,1
氟康唑,Fluconazole Eye Drops,1
氟康唑,Fluconazole for Injection,1
氟康唑,Fluconazole Injection,1
氟康唑,Fluconazole Sodium Chloride Injection,1
氟康唑,Fluconazole Tablets,1
氟康唑,Fluconazoleand Sodium Chloride Injection,1
氟康唑,tetracycline and oleandomycin,1
氟康唑,三维康,1
氟康唑,乾意,1
氟康唑,仟德,1
氟康唑,依利康,1
氟康唑,凯兴,1
氟康唑,力邦泰宁,1
氟康唑,华士欣,1
氟康唑,双威独青,1
氟康唑,大扶康,1
氟康唑,尤尼安,1
氟康唑,康立因,1
氟康唑,康锐,1
氟康唑,弘旭光,1
氟康唑,扶达,1
氟康唑,护齐,1
氟康唑,文清,1
氟康唑,易启扶,1
氟康唑,氟康唑,1
氟康唑,氟康唑分散片,1
氟康唑,氟康唑氯化钠注射液,1
氟康唑,氟康唑注射液,1
氟康唑,氟康唑滴眼液,1
氟康唑,氟康唑片,1
氟康唑,氟康唑胶囊,1
氟康唑,氟康唑葡萄糖注射液,1
氟康唑,氟康唑颗粒,1
氟康唑,注射用氟康唑,1
氟康唑,滨力,1
氟康唑,科达康,1
氟康唑,罗瑞,1
氟康唑,美狄克,1
氟康唑,芙芃星,1
氟康唑,莱抗,1
氟康唑,赛可路丁,1
氟康唑,静达,1
氟康唑,麦尼芬,1
氟康唑,.*氟康唑.*,2
氟康唑,.*扶达.*,4
氟康唑,.*莱抗.*,4
氟康唑,.*赛可路丁.*,4
氟康唑,.*依利康.*,4
氟康唑,.*华士欣.*,4
氟康唑,.*康立因.*,4
氟康唑,.*三维康.*,4
氟康唑,.*护齐.*,4
氟康唑,.*文清.*,4
氟康唑,.*大扶康.*,4
氟康唑,.*力邦泰宁.*,4
氟康唑,.*双威独青.*,4
氟康唑,.*静达.*,4
氟康唑,.*凯兴.*,4
氟康唑,.*仟德.*,4
氟康唑,.*滨力.*,4
氟康唑,.*科达康.*,4
氟康唑,.*尤尼安.*,4
氟康唑,.*美狄克.*,4
氟康唑,.*康锐.*,4
氟康唑,.*弘旭光.*,4
氟康唑,.*麦尼芬.*,4
氟康唑,.*乾意.*,4
氟康唑,.*芙芃星.*,4
氟康唑,.*易启扶.*,4
氟康唑,.*罗瑞.*,4
氟罗沙星,Diprophylline and Sodium Chloride Injection,1
氟罗沙星,Fleroxacin,1
氟罗沙星,fleroxacin,1
氟罗沙星,Fleroxacin and Glucose Injection,1
氟罗沙星,Fleroxacin And Glucose Injection,1
氟罗沙星,Fleroxacin Capsules,1
氟罗沙星,Fleroxacin Dispersible Tablets,1
氟罗沙星,Fleroxacin for Injection,1
氟罗沙星,Fleroxacin Injection,1
氟罗沙星,Fleroxacin Lactate,1
氟罗沙星,Fleroxacin Lactate Tablets,1
氟罗沙星,Fleroxacin Tablets,1
氟罗沙星,Fleroxacine and Mannitol Injection,1
氟罗沙星,Fleroxacine Injection,1
氟罗沙星,Fleroxacon and Glucose Injection,1
氟罗沙星,严力达,1
氟罗沙星,乳酸氟罗沙星,1
氟罗沙星,乳酸氟罗沙星片,1
氟罗沙星,千乐安,1
氟罗沙星,华仁诺同,1
氟罗沙星,四通陀罗,1
氟罗沙星,复诺定,1
氟罗沙星,多米特定,1
氟罗沙星,天方罗欣,1
氟罗沙星,定克斯,1
氟罗沙星,富络克,1
氟罗沙星,护康,1
氟罗沙星,氟罗沙星,1
氟罗沙星,氟罗沙星分散片,1
氟罗沙星,氟罗沙星注射液,1
氟罗沙星,氟罗沙星片,1
氟罗沙星,氟罗沙星甘露醇注射液,1
氟罗沙星,氟罗沙星胶囊,1
氟罗沙星,氟罗沙星葡萄糖注射液,1
氟罗沙星,沃尔得,1
氟罗沙星,注射用氟罗沙星,1
氟罗沙星,洛菲,1
氟罗沙星,济民福欣,1
氟罗沙星,筠菲,1
氟罗沙星,芙璐星,1
氟罗沙星,诺尔,1
氟罗沙星,邦来立欣,1
氟罗沙星,.*氟罗沙星.*,2
氟罗沙星,.*洛菲.*,4
氟罗沙星,.*天方罗欣.*,4
氟罗沙星,.*多米特定.*,4
氟罗沙星,.*华仁诺同.*,4
氟罗沙星,.*护康.*,4
氟罗沙星,.*四通陀罗.*,4
氟罗沙星,.*筠菲.*,4
氟罗沙星,.*千乐安.*,4
氟罗沙星,.*定克斯.*,4
氟罗沙星,.*邦来立欣.*,4
氟罗沙星,.*诺尔.*,4
氟罗沙星,.*富络克.*,4
氟罗沙星,.*芙璐星.*,4
氟罗沙星,.*复诺定.*,4
氟罗沙星,.*济民福欣.*,4
氟罗沙星,.*沃尔得.*,4
氟罗沙星,.*严力达.*,4
氟氯西林,flucloxacillin,1
氟氯西林,Flucloxacillin sodium,1
氟氯西林,Flucloxacillin Sodium,1
氟氯西林,Flucloxacillin Sodium Capsules,1
氟氯西林,Flucloxacillin Sodium for Injection,1
氟氯西林,Flucloxacillin Sodium Granules,1
氟氯西林,伊芬,1
氟氯西林,奥佛林,1
氟氯西林,昆特,1
氟氯西林,氟氯苯唑青霉素,1
氟氯西林,氟氯苯甲异恶唑青霉素,1
氟氯西林,氟氯西林,1
氟氯西林,氟氯西林酸,1
氟氯西林,氟氯西林钠,1
氟氯西林,氟氯西林钠胶囊,1
氟氯西林,氟氯西林钠颗粒,1
氟氯西林,氟氯青霉素,1
氟氯西林,氟沙星,1
氟氯西林,注射用氟氯西林钠,1
氟氯西林,福氯平,1
氟氯西林,.*氟氯西林.*,2
氟氯西林,.*氟氯苯唑青霉素.*,3
氟氯西林,.*氟氯苯甲异恶唑青霉素.*,3
氟氯西林,.*氟氯西林酸.*,3
氟氯西林,.*氟氯青霉素.*,3
氟氯西林,.*氟沙星.*,3
氟氯西林,.*福氯平.*,3
氟氯西林,.*奥佛林.*,4
氟氯西林,.*昆特.*,4
氟氯西林,.*伊芬.*,4
氟曲马唑,flutrimazole,1
氟曲马唑,氟曲吗唑,1
氟曲马唑,氟曲马唑,1
氟曲马唑,.*氟曲马唑.*,2
氟曲马唑,.*氟曲吗唑.*,3
氟氧头孢,flomoxef,1
氟氧头孢,Flomoxef Sodium for Injection,1
氟氧头孢,Flumarin,1
氟氧头孢,氟吗宁,1
氟氧头孢,氟氧头孢,1
氟氧头孢,氟氧头孢钠,1
氟氧头孢,氟莫克西钠,1
氟氧头孢,氧氟头孢钠,1
氟氧头孢,注射用氟氧头孢钠,1
氟氧头孢,.*氟氧头孢.*,2
氟氧头孢,.*氟吗宁.*,3
氟氧头孢,.*氟氧头孢钠.*,3
氟氧头孢,.*氟莫克西钠.*,3
氟氧头孢,.*氧氟头孢钠.*,3
氟氧头孢,.*氟吗宁.*,4
杆菌肽,Bacitracin,1
杆菌肽,bacitracin,1
杆菌肽,亚枯草菌素,1
杆菌肽,杆菌肽,1
杆菌肽,枯草菌肽,1
杆菌肽,.*杆菌肽.*,2
杆菌肽,.*亚枯草菌素.*,3
杆菌肽,.*枯草菌肽.*,3
格帕沙星,grepafloxacin,1
格帕沙星,戈帕沙星,1
格帕沙星,格帕沙星,1
格帕沙星,格里沙星,1
格帕沙星,.*格帕沙星.*,2
格帕沙星,.*戈帕沙星.*,3
格帕沙星,.*格里沙星.*,3
胍甲环素,Guamecycline,1
胍甲环素,Guamecycline Hydrochloride,1
胍甲环素,Guamecycline Hydrochloride Capsules,1
胍甲环素,盐酸胍甲环素,1
胍甲环素,盐酸胍甲环素胶囊,1
胍甲环素,胍甲环素,1
胍甲环素,.*胍甲环素.*,2
海他西林,hetacillin,1
海他西林,海他西林,1
海他西林,海他西林钾,1
海他西林,缩酮氨苄青霉素,1
海他西林,缩酮青霉素,1
海他西林,.*海他西林.*,2
海他西林,.*海他西林钾.*,3
海他西林,.*缩酮氨苄青霉素.*,3
海他西林,.*缩酮青霉素.*,3
核糖霉素,ribostamycin,1
核糖霉素,Ribostamycin Injection,1
核糖霉素,Ribostamycin Sulfate,1
核糖霉素,Ribostamycin Sulfate for Injection,1
核糖霉素,Ribostamycin Sulfate Injection,1
核糖霉素,Ribostamycin Sulsate Injection,1
核糖霉素,威他霉素,1
核糖霉素,威斯他霉素,1
核糖霉素,威斯塔霉素,1
核糖霉素,核糖斯大霉素,1
核糖霉素,核糖斯太霉素,1
核糖霉素,核糖霉素,1
核糖霉素,注射用硫酸核糖霉素,1
核糖霉素,硫酸核糖霉素,1
核糖霉素,硫酸核糖霉素注射液,1
核糖霉素,维生霉素,1
核糖霉素,.*核糖霉素.*,2
核糖霉素,.*威他霉素.*,3
核糖霉素,.*威斯他霉素.*,3
核糖霉素,.*威斯塔霉素.*,3
核糖霉素,.*核糖斯大霉素.*,3
核糖霉素,.*核糖斯太霉素.*,3
核糖霉素,.*维生霉素.*,3
红霉素,Daunoblastina,1
红霉素,Daunorubicin Hydrochloride,1
红霉素,Daunorubicin Hydrochloride for Injection,1
红霉素,Davercin,1
红霉素,Enythromycin Enteric-coated Tablets,1
红霉素,Erythomycin Enteric-coated Tablets,1
红霉素,Erythomycin Entericcoated Tablets,1
红霉素,Erythormycin Enteric-coated Tablets,1
红霉素,Erythramycin Ethyisuccinate Granuies,1
红霉素,Erythromcin Ethylsuccinate Tablets,1
红霉素,Erythromyccin Stearate Tablets,1
红霉素,erythromycin,1
红霉素,Erythromycin,1
红霉素,Erythromycin and Zinc Acetate Gel,1
红霉素,Erythromycin and Zinc Acetate Ointment,1
